error_prob,n_repetitions,agent_name,mean,std,min,max
0.0,1,CastigadorInfernal,207.0725000000001,0.20402205763106013,206.8500000000001,207.33000000000015
0.0,1,GrimTrigger,203.27249999999998,0.5576961538329113,202.73999999999995,204.0
0.0,1,Always3,203.04749999999999,0.3467347689517339,202.55999999999997,203.31
0.05,1,CastigadorInfernal,180.24833333333333,12.902822042741917,163.40000000000003,189.29
0.05,1,Focal5,180.08833333333337,12.4140588312875,163.21999999999997,189.85
0.05,1,Always3,175.9125,2.029850158673453,173.30999999999997,177.52999999999994
