agent_A,agent_B,winner,reward_A,reward_B
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Permisive_TFT_patience_3,Permisive_TFT_patience_3,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GrimTrigger,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,ContriteTitForTat,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_deterministic,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,AdaptivePavlov_random,Permisive_TFT_patience_3,2.01,2.0
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_3,Detective,Permisive_TFT_patience_3,1.99,1.97
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Permisive_TFT_patience_5,Permisive_TFT_patience_5,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_random,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Detective,Permisive_TFT_patience_5,1.99,1.97
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,Permisive_TFT_patience_10,Permisive_TFT_patience_10,1.98,1.98
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GrimTrigger,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.1,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.25,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.5,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,GenerousTitForTat_generous_p_0.75,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,ContriteTitForTat,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
Permisive_TFT_patience_5,AdaptivePavlov_deterministic,Permisive_TFT_patience_5,2.01,2.0
